TimeDeltaIndex,Time_s,P_fuel_kW,P_thermal_kW,T_out_degC,G_losses,eta,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
1277100,1277100,755.96,612.14,65,1332.62,0.81,16.58,547.66,65,55,3
1277400,1277400,756.11,612.26,65,1332.62,0.81,16.48,547.66,65,55,3
1277700,1277700,756.25,612.37,65,1332.62,0.81,16.39,547.66,65,55,3
1278000,1278000,756.38,612.48,65,1332.62,0.81,16.3,547.66,65,55,3
1278300,1278300,756.87,612.88,65,1332.62,0.81,16.18,547.67,65,55,3
1278600,1278600,757.18,613.14,65,1332.62,0.81,16.07,547.67,65,55,3
1278900,1278900,757.37,613.29,65,1332.62,0.81,15.95,547.67,65,55,3
1279200,1279200,757.5,613.39,65,1332.62,0.81,15.83,547.67,65.01,55,3
1279500,1279500,757.63,613.51,65.01,1332.62,0.81,15.72,547.67,65.01,55,3
1279800,1279800,757.84,613.68,65.01,1332.62,0.81,15.6,547.68,65.01,55,3
1280100,1280100,758.07,613.86,65.01,1332.62,0.81,15.48,547.68,65.01,55,3
1280400,1280400,758.25,614.01,65.01,1332.62,0.81,15.37,547.68,65.01,55,3
1280700,1280700,758.43,614.16,65.01,1332.62,0.81,15.25,547.68,65.01,55,3
1281000,1281000,758.64,614.33,65.01,1332.62,0.81,15.13,547.68,65.01,55,3
1281300,1281300,758.91,614.55,65.01,1332.62,0.81,15.02,547.69,65.02,55,3
1281600,1281600,759.27,614.85,65.01,1332.62,0.81,14.9,547.69,65.02,55,3
1281900,1281900,763.07,617.96,65.03,1332.62,0.81,14.78,547.72,65.04,55,3
1282200,1282200,764.68,619.28,65.05,1332.62,0.81,14.67,547.75,65.06,55,3
1282500,1282500,764.86,619.42,65.07,1332.62,0.81,14.55,547.77,65.08,55,3
1282800,1282800,764.36,619.02,65.09,1332.62,0.81,14.43,547.8,65.09,55,3
1283100,1283100,763.97,618.69,65.11,1332.62,0.81,14.32,547.83,65.11,55,3
1283400,1283400,764.43,619.07,65.13,1332.62,0.81,14.2,547.86,65.13,55,3
1283700,1283700,765.05,619.58,65.15,1332.62,0.81,14.08,547.89,65.15,55,3
1284000,1284000,765.11,619.63,65.17,1332.62,0.81,13.97,547.92,65.17,55,3
1284300,1284300,765.14,619.65,65.19,1332.62,0.81,13.85,547.94,65.19,55,3
1284600,1284600,765.63,620.06,65.21,1332.62,0.81,13.73,547.97,65.21,55,3
1284900,1284900,767.08,621.25,65.23,1332.62,0.81,13.62,548,65.23,55,3
1285200,1285200,769.98,623.62,65.24,1332.62,0.81,13.5,548.03,65.25,55,3
1285500,1285500,768.16,622.13,65.27,1332.62,0.81,13.35,548.07,65.28,55,3
1285800,1285800,767.68,621.73,65.3,1332.62,0.81,13.2,548.1,65.3,55,3
1286100,1286100,768.07,622.05,65.32,1332.62,0.81,13.05,548.14,65.32,55,3
1286400,1286400,768.87,622.71,65.35,1332.62,0.81,12.9,548.17,65.35,55,3
1286700,1286700,769.6,623.31,65.37,1332.62,0.81,12.75,548.21,65.38,55,3
1287000,1287000,769.82,623.48,65.4,1332.62,0.81,12.6,548.25,65.4,55,3
1287300,1287300,770.03,623.66,65.42,1332.62,0.81,12.45,548.28,65.43,55,3
1287600,1287600,769.94,623.58,65.45,1332.62,0.81,12.3,548.32,65.45,55,3
1287900,1287900,769.97,623.61,65.47,1332.62,0.81,12.15,548.36,65.47,55,3
1288200,1288200,770.68,624.19,65.5,1332.62,0.81,12,548.39,65.5,55,3
1288500,1288500,772.61,625.77,65.52,1332.62,0.81,11.85,548.43,65.53,55,3
1288800,1288800,776.33,628.82,65.54,1332.62,0.81,11.7,548.47,65.55,55,3
1289100,1289100,772.08,625.33,65.57,1332.62,0.81,11.56,548.5,65.57,55,3
1289400,1289400,770.65,624.17,65.6,1332.62,0.81,11.42,548.54,65.6,55,3
1289700,1289700,771.08,624.52,65.62,1332.62,0.81,11.28,548.57,65.62,55,3
1290000,1290000,772.38,625.58,65.64,1332.62,0.81,11.13,548.6,65.64,55,3
1290300,1290300,773.54,626.54,65.66,1332.62,0.81,10.99,548.64,65.67,55,3
1290600,1290600,773.6,626.58,65.69,1332.62,0.81,10.85,548.67,65.69,55,3
1290900,1290900,773.59,626.57,65.71,1332.62,0.81,10.71,548.71,65.72,55,3
1291200,1291200,773.43,626.44,65.74,1332.62,0.81,10.57,548.74,65.74,55,3
1291500,1291500,773.46,626.47,65.76,1332.62,0.81,10.42,548.78,65.76,55,3
1291800,1291800,774.15,627.03,65.78,1332.62,0.81,10.28,548.81,65.79,55,3
1292100,1292100,776.01,628.55,65.81,1332.62,0.81,10.14,548.85,65.81,55,3
1292400,1292400,779.52,631.43,65.83,1332.62,0.81,10,548.88,65.83,55,3
1292700,1292700,775.76,628.35,65.85,1332.62,0.81,9.86,548.91,65.86,55,3
1293000,1293000,774.52,627.34,65.88,1332.62,0.81,9.72,548.93,65.88,55,3
1293300,1293300,774.93,627.67,65.9,1332.62,0.81,9.57,548.96,65.9,55,3
1293600,1293600,776.1,628.63,65.93,1332.62,0.81,9.43,548.98,65.93,55,3
1293900,1293900,777.16,629.49,65.95,1332.62,0.81,9.29,549.01,65.95,55,3
1294200,1294200,777.23,629.56,65.97,1332.62,0.81,9.15,549.03,65.97,55,3
1294500,1294500,777.25,629.57,66,1332.62,0.81,9.01,549.06,66,55,3
1294800,1294800,777.09,629.44,66.02,1332.62,0.81,8.87,549.08,66.02,55,3
1295100,1295100,777.11,629.46,66.04,1332.62,0.81,8.73,549.11,66.05,55,3
1295400,1295400,777.79,630.01,66.07,1332.62,0.81,8.58,549.13,66.07,55,3
1295700,1295700,779.63,631.52,66.09,1332.62,0.81,8.44,549.16,66.09,55,3
1296000,1296000,783.13,634.39,66.11,1332.62,0.81,8.3,549.18,66.12,55,3
1296300,1296300,774.24,627.11,66.12,1332.62,0.81,8.27,548,66.12,55,3
1296600,1296600,770.03,623.66,66.13,1332.62,0.81,8.23,546.81,66.13,55,3
1296900,1296900,768.87,622.71,66.14,1332.62,0.81,8.2,545.62,66.13,55,3
1297200,1297200,769.14,622.93,66.14,1332.62,0.81,8.17,544.44,66.14,55,3
1297500,1297500,769.19,622.97,66.15,1332.62,0.81,8.13,543.25,66.14,55,3
1297800,1297800,767.4,621.51,66.16,1332.62,0.81,8.1,542.07,66.15,55,3
1298100,1298100,765.42,619.88,66.16,1332.62,0.81,8.07,540.88,66.16,55,3
1298400,1298400,763.76,618.52,66.17,1332.62,0.81,8.03,539.69,66.16,55,3
1298700,1298700,762.31,617.33,66.17,1332.62,0.81,8,538.51,66.17,55,3
1299000,1299000,761.12,616.36,66.18,1332.62,0.81,7.97,537.32,66.17,55,3
1299300,1299300,760.26,615.66,66.19,1332.62,0.81,7.93,536.13,66.18,55,3
1299600,1299600,759.8,615.28,66.19,1332.62,0.81,7.9,534.95,66.18,55,3
1299900,1299900,756.85,612.87,66.2,1332.62,0.81,7.86,533.07,66.19,55,3
1300200,1300200,754.37,610.84,66.21,1332.62,0.81,7.82,531.19,66.2,55,3
1300500,1300500,752.2,609.06,66.22,1332.62,0.81,7.77,529.31,66.2,55,3
1300800,1300800,750.18,607.4,66.22,1332.62,0.81,7.73,527.43,66.21,55,3
1301100,1301100,748.12,605.72,66.23,1332.62,0.81,7.69,525.55,66.22,55,3
1301400,1301400,745.88,603.89,66.24,1332.62,0.81,7.65,523.67,66.22,55,3
1301700,1301700,743.64,602.05,66.25,1332.62,0.81,7.61,521.79,66.23,55,3
1302000,1302000,741.29,600.13,66.25,1332.62,0.81,7.57,519.91,66.24,55,3
1302300,1302300,738.97,598.23,66.26,1332.62,0.81,7.52,518.03,66.25,55,3
1302600,1302600,736.9,596.54,66.27,1332.62,0.81,7.48,516.15,66.25,55,3
1302900,1302900,735.26,595.2,66.27,1332.62,0.81,7.44,514.27,66.26,55,3
1303200,1303200,734.26,594.38,66.28,1332.62,0.81,7.4,512.39,66.27,55,3
1303500,1303500,731.38,592.02,66.29,1332.62,0.81,7.37,512.01,66.27,55,3
1303800,1303800,730.01,590.9,66.29,1332.62,0.81,7.35,511.64,66.28,55,3
1304100,1304100,729.63,590.59,66.29,1332.62,0.81,7.32,511.27,66.28,55,3
1304400,1304400,729.71,590.66,66.3,1332.62,0.81,7.3,510.9,66.28,55,3
1304700,1304700,729.73,590.67,66.3,1332.62,0.81,7.27,510.53,66.29,55,3
1305000,1305000,729.16,590.21,66.3,1332.62,0.81,7.25,510.15,66.29,55,3
1305300,1305300,728.54,589.7,66.31,1332.62,0.81,7.22,509.78,66.3,55,3
1305600,1305600,727.98,589.24,66.31,1332.62,0.81,7.2,509.41,66.3,55,3
1305900,1305900,727.5,588.84,66.31,1332.62,0.81,7.17,509.04,66.3,55,3
1306200,1306200,727.16,588.57,66.32,1332.62,0.81,7.15,508.67,66.31,55,3
1306500,1306500,727.06,588.48,66.32,1332.62,0.81,7.12,508.29,66.31,55,3
1306800,1306800,727.25,588.64,66.32,1332.62,0.81,7.1,507.92,66.32,55,3
1307100,1307100,726.46,588,66.33,1332.62,0.81,7.08,508.3,66.32,55,3
1307400,1307400,726.46,587.99,66.33,1332.62,0.81,7.07,508.69,66.32,55,3
1307700,1307700,726.95,588.4,66.33,1332.62,0.81,7.05,509.07,66.32,55,3
1308000,1308000,727.69,589,66.33,1332.62,0.81,7.03,509.45,66.33,55,3
1308300,1308300,728.4,589.58,66.33,1332.62,0.81,7.02,509.83,66.33,55,3
1308600,1308600,728.8,589.91,66.34,1332.62,0.81,7,510.21,66.33,55,3
1308900,1308900,729.18,590.22,66.34,1332.62,0.81,6.98,510.6,66.34,55,3
1309200,1309200,729.59,590.56,66.34,1332.62,0.81,6.97,510.98,66.34,55,3
1309500,1309500,730.04,590.93,66.34,1332.62,0.81,6.95,511.36,66.34,55,3
1309800,1309800,730.57,591.36,66.34,1332.62,0.81,6.93,511.74,66.34,55,3
1310100,1310100,731.22,591.89,66.35,1332.62,0.81,6.92,512.12,66.35,55,3
1310400,1310400,732.03,592.55,66.35,1332.62,0.81,6.9,512.51,66.35,55,3
1310700,1310700,732.59,593.01,66.35,1332.62,0.81,6.9,514.02,66.35,55,3
1311000,1311000,733.92,594.1,66.35,1332.62,0.81,6.9,515.53,66.35,55,3
1311300,1311300,735.76,595.6,66.35,1332.62,0.81,6.9,517.04,66.35,55,3
1311600,1311600,737.83,597.3,66.35,1332.62,0.81,6.9,518.56,66.35,55,3
1311900,1311900,739.87,598.97,66.34,1332.62,0.81,6.9,520.07,66.35,55,3
1312200,1312200,741.62,600.4,66.34,1332.62,0.81,6.9,521.58,66.35,55,3
1312500,1312500,743.33,601.8,66.34,1332.62,0.81,6.9,523.09,66.35,55,3
1312800,1312800,745.14,603.28,66.34,1332.62,0.81,6.9,524.6,66.35,55,3
1313100,1313100,746.98,604.79,66.34,1332.62,0.81,6.9,526.12,66.35,55,3
1313400,1313400,748.8,606.27,66.34,1332.62,0.81,6.9,527.63,66.35,55,3
1313700,1313700,750.54,607.7,66.34,1332.62,0.81,6.9,529.14,66.35,55,3
1314000,1314000,752.15,609.02,66.34,1332.62,0.81,6.9,530.65,66.35,55,3
1314300,1314300,751.84,608.77,66.33,1332.62,0.81,6.97,532.21,66.34,55,3
1314600,1314600,752.81,609.56,66.32,1332.62,0.81,7.03,533.77,66.33,55,3
1314900,1314900,754.62,611.04,66.31,1332.62,0.81,7.1,535.32,66.32,55,3
1315200,1315200,756.82,612.84,66.29,1332.62,0.81,7.17,536.88,66.31,55,3
1315500,1315500,758.96,614.59,66.28,1332.62,0.81,7.23,538.43,66.29,55,3
1315800,1315800,760.6,615.94,66.27,1332.62,0.81,7.3,539.99,66.28,55,3
